rank,personName,age,finalWorth,category,countryOfCitizenship,organization,selfMade,gender,birthDate,title
2324,Yvon Chouinard,83,1200,Fashion & Retail,United States,,True,M,1938-11-09,
2324,Luigi Cremonini & family,82,1200,Food & Beverage,Italy,,True,M,1939-04-28,
2324,Tim Draper,63,1200,Finance & Investments,United States,,False,M,1958-06-11,
2324,Fan Zhaoxia & family,54,1200,Energy,China,,True,F,1967-07-20,
2324,Gleb Fetisov,55,1200,Telecom,Russia,,True,M,1966-06-05,
2324,Robert Fisher,68,1200,Fashion & Retail,United States,Gap,False,M,1953-08-01,Chairman of the Board
2324,William Fisher,65,1200,Fashion & Retail,United States,Gap,False,M,1957-04-01,Director
2324,J. Christopher Flowers,64,1200,Finance & Investments,United States,J.C. Flowers & Co. LLC,True,M,1957-10-27,Founder and Managing Director
2324,Bernd Freier,65,1200,Fashion & Retail,Germany,,True,M,1957-01-01,
2324,Geng Diangen,65,1200,Technology,China,,True,M,1956-12-03,
2324,Dan Gertler,48,1200,Metals & Mining,Israel,,False,M,1973-12-23,
2324,David Girouard,56,1200,Finance & Investments,United States,,True,M,1966-03-13,
2324,John Goff,67,1200,Real Estate,United States,,True,M,1955-01-01,
2324,Lawrence Golub,62,1200,Finance & Investments,United States,,True,M,1959-10-03,Investor
2324,Sven Hagströmer,78,1200,Finance & Investments,Sweden,,True,M,1943-11-30,
2324,Fahed Hariri,41,1200,Construction & Engineering,Lebanon,,False,M,1980-12-29,
2324,Richard Hayne,74,1200,Fashion & Retail,United States,Urban Outfitters,True,M,1947-09-01,Chairman; President & Chief Executive Officer
2324,He Yamin & family,65,1200,Manufacturing,China,,True,M,1957-02-23,
2324,Michael Heine,72,1200,Finance & Investments,Australia,,True,M,1949-11-01,
2324,Heikki Herlin,35,1200,Manufacturing,Finland,,False,M,1987-01-01,
2324,Hong Feng,45,1200,Technology,China,,True,M,1977-01-01,
2324,Hu Kun,52,1200,Healthcare,China,,True,M,1969-09-01,
2324,Huang Hongyun & family,55,1200,Real Estate,China,,True,M,1966-06-26,
2324,Shanbing Huang & family,65,1200,Technology,China,,True,M,1956-10-16,
2324,Huang Shih Tsai,70,1200,Real Estate,Hong Kong,,True,M,1951-06-01,
2324,Huang Wenbiao,54,1200,Food & Beverage,China,,True,M,1967-05-01,
2324,Mohammed Ibrahim,75,1200,Telecom,United Kingdom,Mo Ibrahim Foundation,True,M,1946-05-03,Founder
2324,Hedda im Brahm-Droege,67,1200,Finance & Investments,Germany,,True,F,1955-01-01,
2324,Rameshchandra Jain,73,1200,Manufacturing,India,,True,M,1948-06-22,
2324,Laurent Junique,56,1200,Technology,France,,True,M,1966-01-01,
2324,Zbigniew Juroszek & family,59,1200,Diversified,Poland,,True,M,1962-07-07,
2324,Chatchai Kaewbootta,70,1200,Finance & Investments,Thailand,,True,M,1951-07-05,
2324,Shirley Kao,65,1200,Food & Beverage,Taiwan,,False,F,1956-09-02,
2324,Ipek Kirac,37,1200,Diversified,Turkey,,False,F,1984-11-28,
2324,Carsten Koerl,57,1200,Sports,Germany,,True,M,1964-11-27,Entrepreneur; Investor
2324,Andrei Kosogov,61,1200,Energy,Russia,,True,M,1961-03-15,
2324,John Krystynak,53,1200,Media & Entertainment,United States,,True,M,1968-05-01,
2324,John Kusuma,55,1200,Finance & Investments,Indonesia,,False,M,1966-11-18,
2324,Hartono Kweefanus,72,1200,Food & Beverage,Indonesia,,False,M,1950-01-25,
2324,Kwek Leng Peck,66,1200,Diversified,Singapore,,False,M,1956-01-01,
2324,Kristo Käärmann,41,1200,Finance & Investments,Estonia,Wise,True,M,1980-09-01,Cofounder
2324,Guy Laliberté,62,1200,Media & Entertainment,Canada,Cirque du Soleil,True,M,1960-01-01,Cofounder and CEO
2324,Lee Sang-ryul,60,1200,Manufacturing,South Korea,Chunbo,True,M,1961-10-21,Co-CEO
2324,Lee Seung-gun,40,1200,Technology,South Korea,,True,M,1982-01-30,
2324,Hongjing Li,54,1200,Automotive,China,,True,M,1968-02-01,
2324,Li Wanqiang,44,1200,Technology,China,,True,M,1977-08-01,
2324,Lu Hongyan,44,1200,Media & Entertainment,China,,True,M,1977-05-31,
2324,Dalong Lv,60,1200,Telecom,China,,True,M,1962-03-12,
2324,Carsten Maschmeyer,62,1200,Finance & Investments,Germany,,True,M,1959-05-08,Entrepreneur
2324,Todd McKinnon,50,1200,Technology,United States,,True,M,1971-10-25,
2324,Rubens Menin Teixeira de Souza,66,1200,Diversified,Brazil,,True,M,1956-03-12,
2324,Lorinc Meszaros,56,1200,Diversified,Hungary,,True,M,1966-02-25,
2324,Ulrich Mommert & family,81,1200,Automotive,Austria,,True,M,1941-01-11,
2324,Park Kwan-ho,50,1200,Media & Entertainment,South Korea,,True,M,1972-01-11,
2324,George Pedersen,86,1200,Manufacturing,United States,,True,M,1935-08-18,
2324,David Penaloza Alanis,48,1200,Construction & Engineering,Mexico,,False,M,1974-01-01,
2324,Stefan Pierer,65,1200,Automotive,Austria,,True,M,1956-11-25,
2324,Murdaya Poo,81,1200,Diversified,Indonesia,,False,M,1941-01-12,
2324,Michael Price,69,1200,Finance & Investments,United States,MFP Investors Inc.,False,M,1952-07-03,President
2324,Leonid Radvinsky,40,1200,Technology,United States,,True,M,1982-01-05,
2324,Megdet Rahimkulov & family,76,1200,Finance & Investments,Russia,,True,M,1945-10-16,
2324,Andrei Rappoport,58,1200,Finance & Investments,Russia,,True,M,1963-06-22,
2324,Dasari Uday Kumar Reddy,54,1200,Technology,India,,True,M,1967-05-01,
2324,Helena Revoredo,75,1200,Service,Spain,,False,F,1947-02-10,
2324,Duke Reyes,65,1200,Food & Beverage,United States,,False,M,1957-03-23,
2324,Nobutada Saji,76,1200,Food & Beverage,Japan,,False,M,1945-11-25,
2324,Leonard Schleifer,69,1200,Healthcare,United States,Regeneron Pharmaceuticals,True,M,1952-07-07,CEO and Founder
2324,Airat Shaimiev,60,1200,Energy,Russia,,True,M,1962-03-07,
2324,Radik Shaimiev,57,1200,Energy,Russia,,True,M,1964-11-14,
2324,Vijay Shekhar Sharma,43,1200,Service,India,,True,M,1978-06-07,
2324,Devi Shetty,69,1200,Healthcare,India,,True,M,1953-01-01,
2324,Shum Chiu Hung & family,52,1200,Real Estate,China,,True,M,,
2324,Michael Steinhardt,81,1200,Finance & Investments,United States,,True,M,1940-12-07,
2324,Petter Stordalen & family,59,1200,Service,Norway,,True,M,1962-11-29,
2324,Winarko Sulistyo,76,1200,Manufacturing,Indonesia,,True,M,1945-12-10,
2324,Sun Huaiqing & family,52,1200,Fashion & Retail,China,,True,M,1969-10-02,
2324,Luc Tack,60,1200,Manufacturing,Belgium,,True,M,1961-09-01,
2324,Lucio Tan,87,1200,Diversified,Philippines,,True,M,1934-07-17,
2324,Yoshikazu Tanaka,45,1200,Technology,Japan,,True,M,1977-02-18,
2324,Stanley Tang,29,1200,Technology,United States,DoorDash,True,M,1992-10-27,Cofounder
2324,Sam Tarascio,77,1200,Real Estate,Australia,,True,M,1944-07-22,
2324,Alexander Tedja,76,1200,Real Estate,Indonesia,,True,M,1945-09-22,
2324,Laurie Tisch,71,1200,Diversified,United States,,False,F,1951-02-19,
2324,Steven Tisch,73,1200,Diversified,United States,,False,M,1949-02-14,
2324,Stefania Triva,57,1200,Healthcare,Italy,,False,F,1964-10-04,
2324,Maria Grace Uy,53,1200,Telecom,Philippines,,True,F,1968-04-25,
2324,Wim van der Leegte,74,1200,Manufacturing,Netherlands,,False,M,1947-08-23,
2324,Thongma Vijitpongpun,64,1200,Real Estate,Thailand,,True,M,1957-07-08,
2324,Jianfeng Wang & family,52,1200,Automotive,China,,True,M,,
2324,Wang Jilei,57,1200,Logistics,China,,True,M,1965-01-01,
2324,Wang Junmin,53,1200,Healthcare,China,,True,M,1968-12-12,
2324,Wang Kunxiao,52,1200,Manufacturing,China,,True,M,1969-06-23,
2324,Wang Zhentao & family,56,1200,Healthcare,China,,True,M,1965-05-14,
2324,J. Wayne Weaver,86,1200,Diversified,United States,,True,M,1935-09-01,
2324,Weng Xianding,60,1200,Healthcare,China,,True,M,1961-11-28,
2324,Horst Wortmann,80,1200,Fashion & Retail,Germany,,True,M,1941-05-08,
2324,Wu Chung-yi,66,1200,Manufacturing,Taiwan,,False,M,1955-07-01,
2324,Wu Li-gann,81,1200,Manufacturing,Taiwan,,True,M,1941-01-01,
2324,Wu Peifu & family,60,1200,Manufacturing,China,,True,M,1961-10-10,
2324,Xiu Laigui,67,1200,Healthcare,China,,True,M,1954-07-01,
2324,Yeh Kuo-I,80,1200,Manufacturing,Taiwan,,True,M,1941-04-21,
2324,Faxiang Yu,50,1200,Media & Entertainment,China,,True,M,1971-10-07,
2324,Zeng Chaolin,39,1200,Metals & Mining,China,,False,M,1982-08-01,
2324,Zhang Tianyu,54,1200,Telecom,China,,True,M,1967-08-08,
2324,Shusheng Zheng,56,1200,Telecom,China,,True,M,1966-01-01,
2448,A. Jayson Adair,52,1100,Automotive,United States,,True,M,1969-10-16,
2448,Joao Alves de Queiroz Filho,69,1100,Diversified,Brazil,,True,M,1953-01-01,
2448,Ryuji Arai,75,1100,Fashion & Retail,Japan,,True,M,1946-05-28,
2448,Sara Blakely,51,1100,Fashion & Retail,United States,Spanx,True,F,1971-02-27,Founder
2448,Lloyd Blankfein,67,1100,Finance & Investments,United States,Goldman Sachs Group,True,M,1954-09-20,CEO
2448,Henadiy Boholyubov,60,1100,Diversified,Ukraine,,True,M,1962-01-01,
2448,Casper Callerström,48,1100,Finance & Investments,Sweden,,True,M,1973-04-08,
2448,Kejian Cao,59,1100,Manufacturing,China,,True,M,1962-04-10,
2448,Turgay Ciner,66,1100,Diversified,Turkey,,True,M,1956-03-01,
2448,Dai Lizhong,53,1100,Healthcare,China,,True,M,1968-07-01,
2448,Pedro de Godoy Bueno,31,1100,Healthcare,Brazil,,False,M,1990-04-14,
2448,Aydin Dogan,85,1100,Media & Entertainment,Turkey,,True,M,1936-04-15,
2448,Wolfgang Egger,56,1100,Real Estate,Germany,,True,M,1965-08-18,
2448,Gabriel Escarrer,87,1100,Service,Spain,,True,M,1935-03-02,
2448,Richard Fairbank,71,1100,Finance & Investments,United States,,True,M,1950-09-01,
2448,Andy Fang,29,1100,Technology,United States,DoorDash,True,M,1992-06-21,Cofounder
2448,Benedicte Find,,1100,Healthcare,Denmark,,False,F,,
2448,Paul Fireman,78,1100,Fashion & Retail,United States,,True,M,1944-02-14,
2448,Donald Friese,81,1100,Manufacturing,United States,,True,M,1940-10-03,
2448,Soichiro Fukutake,76,1100,Service,Japan,,False,M,1945-12-14,
2448,Antonio Gallardo Ballart,86,1100,Healthcare,Spain,,False,M,1936-03-12,
2448,David Golub,59,1100,Finance & Investments,United States,,True,M,1962-04-16,Investor
2448,Guan Yihong,52,1100,Food & Beverage,China,,True,M,,
2448,Stelios Haji-Ioannou,55,1100,Service,Cyprus,,False,M,1967-02-14,
2448,Mustafa Hamied,81,1100,Healthcare,India,,False,M,1940-10-23,
2448,Han Arming Hanafia,,1100,Technology,Indonesia,,True,M,,
2448,Ronnen Harary,50,1100,Manufacturing,Canada,,True,M,1972-01-01,
2448,David Helgason,44,1100,Technology,Iceland,,True,M,1978-01-01,
2448,Christian Herz,,1100,Finance & Investments,Germany,,False,M,,
2448,Michaela Herz,,1100,Finance & Investments,Germany,,False,F,,
2448,Eduardo Hochschild,58,1100,Metals & Mining,Peru,Hochschild Mining PLC,False,M,1963-12-04,Chairman
2448,Hong Seok-joh,69,1100,Fashion & Retail,South Korea,BGF Co. Ltd.,False,M,1953-01-08,
2448,Huang Jiangji,,1100,Technology,Hong Kong,,True,M,,
2448,Huang Xu,54,1100,Technology,China,,True,M,1967-09-01,
2448,Subba Rao Jasti,95,1100,Healthcare,India,,True,M,1927-01-01,
2448,Long Jiang,48,1100,Technology,China,,True,M,1974-02-01,
2448,Jiang Xuefei & family,52,1100,Technology,China,,True,M,1969-12-08,Actor
2448,Jonas Kamprad,56,1100,Finance & Investments,Sweden,,False,M,1966-03-04,
2448,Mathias Kamprad,52,1100,Finance & Investments,Sweden,,False,M,1969-06-27,
2448,Peter Kamprad,58,1100,Finance & Investments,Sweden,,False,M,1964-03-29,
2448,Andrew Karam,40,1100,Media & Entertainment,United States,,True,M,1982-02-12,
2448,Samvel Karapetyan,56,1100,Construction & Engineering,Russia,,True,M,1965-08-18,
2448,Alexander Karp,54,1100,Technology,United States,Palantir Technologies,True,M,1967-10-01,Entrepreneur
2448,Ke Guihua,56,1100,Manufacturing,China,,True,M,1965-10-13,
2448,Kim Jung-woong,47,1100,Fashion & Retail,South Korea,,True,M,1975-01-01,
2448,Harry Klagsbrun,67,1100,Finance & Investments,Sweden,,True,M,1954-07-22,
2448,Alexander Knauf,47,1100,Manufacturing,Germany,,False,M,1974-05-30,
2448,Martin Knauf,,1100,Manufacturing,Germany,,False,M,,
2448,Robert Knauf,,1100,Manufacturing,Germany,,False,M,,
2448,Koh Wee Meng,58,1100,Real Estate,Singapore,,True,M,1963-07-01,
2448,Sergei Kolesnikov,50,1100,Manufacturing,Russia,,True,M,1972-02-25,
2448,Andrei Komarov,55,1100,Manufacturing,Russia,,True,M,1966-10-11,
2448,Koo Bon-neung,73,1100,Manufacturing,South Korea,Heesung Electronics,False,M,1949-03-26,
2448,Koo Bon-sik,63,1100,Technology,South Korea,Heesung,False,M,1958-06-28,
2448,Suresh Krishna,85,1100,Automotive,India,,False,M,1936-12-24,
2448,Nancy Lerner,61,1100,Finance & Investments,United States,,False,F,1960-05-11,
2448,Norma Lerner,86,1100,Finance & Investments,United States,,False,F,1936-03-28,
2448,Randolph Lerner,60,1100,Finance & Investments,United States,,False,M,1962-02-21,
2448,Li Shui-po,65,1100,Manufacturing,Taiwan,,True,M,1956-08-01,
2448,Li Tan,57,1100,Healthcare,China,,True,F,1964-12-19,
2448,Li Wenmei & family,59,1100,Healthcare,China,,True,M,1962-10-27,
2448,Lim Hariyanto Wijaya Sarwono,93,1100,Energy,Indonesia,,True,M,1928-11-01,
2448,Lin Jie & family,53,1100,Healthcare,China,,True,F,1969-01-31,
2448,Liu Chengyu & family,59,1100,Manufacturing,China,,True,M,1962-07-26,
2448,Lou Boliang,58,1100,Healthcare,United States,,True,M,1963-09-01,
2448,Lun Ruixiang & family,54,1100,Real Estate,China,,True,M,1968-01-01,
2448,Lv Yongxiang,72,1100,Manufacturing,China,,True,M,1950-01-03,
2448,Ma Xiuhui,51,1100,Manufacturing,China,,True,F,1971-01-07,
2448,Yasseen Mansour,60,1100,Diversified,Egypt,,True,M,1961-08-08,
2448,Jorge Mas,59,1100,Construction & Engineering,United States,,False,M,1963-02-28,
2448,Michael McCain,,1100,Food & Beverage,Canada,,False,M,,
2448,Gabriella Meister,,1100,Manufacturing,Germany,,False,F,,
2448,Ulrike Meister,55,1100,Manufacturing,Germany,,False,F,1967-03-13,
2448,Jeffrey Michael & family,65,1100,Technology,United States,,True,M,1956-07-18,
2448,Soichiro Minami,45,1100,Technology,Japan,,True,M,1976-06-15,
2448,Bob Muglia,62,1100,Technology,United States,,True,M,1959-10-02,
2448,Erik Must,79,1100,Finance & Investments,Norway,,True,M,1943-01-26,
2448,Kerr Neilson,72,1100,Finance & Investments,Australia,,True,M,1949-10-17,
2448,John Oyler,54,1100,Healthcare,United States,,True,M,1968-04-03,
2448,Park Hyeon-joo,63,1100,Finance & Investments,South Korea,Mirae Asset,True,M,1958-10-17,
2448,Jose Isaac Peres & family,81,1100,Real Estate,Brazil,,True,M,1940-07-18,Entrepreneur
2448,Catherine Phillips,,1100,Finance & Investments,Canada,,True,F,,
2448,John Phillips,71,1100,Finance & Investments,Canada,,True,M,1951-01-01,
2448,Pu Zhongjie & family,59,1100,Healthcare,China,,True,M,1963-01-01,
2448,Qian Xiaojun,47,1100,Technology,China,,True,M,1975-02-01,
2448,Anton Rabie,50,1100,Manufacturing,Canada,,True,M,1972-01-01,
2448,Igor Rybakov,49,1100,Manufacturing,Russia,,True,M,1972-05-16,
2448,K. Rai Sahi,75,1100,Real Estate,Canada,Morguard Corporation,True,M,1946-04-30,Entrepreneur
2448,Karl Scheufele; III. & family,83,1100,Fashion & Retail,Switzerland,,True,M,1939-01-01,
2448,Steven Schuurman,46,1100,Technology,Netherlands,,True,M,1975-09-24,Entrepreneur
2448,Shao Zengming,,1100,Manufacturing,China,,True,M,,
2448,Analjit Singh,68,1100,Diversified,India,,False,M,1954-01-11,
2448,Kavita Singhania,60,1100,Manufacturing,India,,False,F,1962-01-01,
2448,Michael S. Smith,66,1100,Energy,United States,,True,M,1955-05-09,Investor
2448,Scott Smith,72,1100,Technology,United States,,True,M,1949-04-12,
2448,Ashok Soota,79,1100,Technology,India,,True,M,1942-11-12,
2448,Michael Spencer,66,1100,Finance & Investments,United Kingdom,,True,M,1955-05-30,
2448,Venu Srinivasan,69,1100,Automotive,India,,False,M,1952-12-11,
2448,Dirk Stroeer,53,1100,Media & Entertainment,Germany,,False,M,1969-01-01,
2448,Susanto Suwarto,66,1100,Media & Entertainment,Indonesia,,True,M,1956-02-09,
2448,Xiuguo Tang,58,1100,Manufacturing,China,,True,M,1963-08-25,
2448,Mehmet Sinan Tara,63,1100,Construction & Engineering,Turkey,,False,M,1958-05-24,
2448,Robert Toll,81,1100,Real Estate,United States,,True,M,1940-12-30,
2448,Surin Upatkoon,72,1100,Diversified,Thailand,,True,M,1949-04-18,
2448,Sunil Vachani,53,1100,Manufacturing,India,,True,M,1968-11-27,
2448,Murat Vargi,74,1100,Telecom,Turkey,,True,M,1947-11-14,
2448,Pongsak Viddayakorn,88,1100,Healthcare,Thailand,,True,M,1934-03-23,
2448,Wang Linxiang,,1100,Fashion & Retail,China,,True,M,,
2448,Wang Shumin,65,1100,Manufacturing,China,,True,F,1957-01-11,
2448,Richard Warke,,1100,Metals & Mining,Canada,,True,M,,
2448,Anne Werninghaus,36,1100,Manufacturing,Brazil,,False,F,1986-01-01,
2448,Allan Wong,72,1100,Manufacturing,Hong Kong,,True,M,1950-04-01,
2448,Chaoqun Wu,52,1100,Manufacturing,China,,True,M,1969-05-18,
2448,Wu Yonghua,51,1100,Fashion & Retail,China,,True,M,1971-01-01,
2448,Wu Zhenxing,52,1100,Food & Beverage,China,,True,M,1969-10-01,
2448,Franziska Wuerbser,34,1100,Manufacturing,Germany,,False,F,1988-03-21,
2448,Xia Xinde,57,1100,Manufacturing,China,,True,M,1964-10-15,
2448,Xiong Jun & family,48,1100,Healthcare,China,,True,M,1974-02-06,
2448,Jane Yan & family,52,1100,Technology,China,,True,F,1969-07-19,
2448,Yang Erzhu,71,1100,Real Estate,China,,True,M,1951-01-01,
2448,Vlad Yatsenko,38,1100,Finance & Investments,Ukraine,,True,M,1983-08-30,
2448,Yi Xianzhong & family,62,1100,Healthcare,China,,True,M,1959-05-01,
2448,Yoshiaki Yoshida,81,1100,Fashion & Retail,Japan,,True,M,1941-01-31,
2448,Yu Rong,50,1100,Healthcare,China,,True,M,1971-12-14,
2448,Igor Yusufov,65,1100,Energy,Russia,,True,M,1956-06-12,
2448,Zeng Weixiong,,1100,Healthcare,China,,True,M,,
2448,Zhang Cheng Fei,54,1100,Manufacturing,China,,True,M,1967-10-01,
2448,Zhang Fangliang,57,1100,Healthcare,China,,True,M,1965-01-01,
2448,Baoshen Zhong,54,1100,Energy,China,,True,M,1967-12-01,
2448,Zhou Minghua,58,1100,Healthcare,China,,True,M,1964-01-01,
2578,Krishna Kumar Bangur,61,1000,Manufacturing,India,,False,M,1960-07-02,
2578,Wilbur  'Ed' Bosarge; Jr.,82,1000,Finance & Investments,United States,,True,M,1939-07-28,
2578,Johanna Braun,42,1000,Healthcare,Germany,,False,F,1980-01-01,
2578,Karl Friedrich Braun,39,1000,Healthcare,Germany,,False,M,1983-01-01,
2578,Jean-Pierre Cayard,79,1000,Food & Beverage,France,,False,M,1943-01-01,
2578,Tony Chen,72,1000,Technology,Taiwan,,True,M,1949-07-01,
2578,Vivien Chen,63,1000,Real Estate,Hong Kong,,False,F,1959-01-14,
2578,Chey Ki-won,57,1000,Technology,South Korea,SK Holdings,False,F,1964-07-06,
2578,Pollyanna Chu,64,1000,Finance & Investments,Hong Kong,,True,F,1958-04-01,
2578,Roy Chi Ping Chung,69,1000,Manufacturing,Hong Kong,,True,M,1953-04-01,
2578,Doug Clarke,41,1000,Technology,Australia,,True,M,1981-01-01,
2578,Ronald Clarke,66,1000,Technology,United States,FleetCor Technologies,True,M,1955-08-15,CEO
2578,Jean-Paul Clozel,67,1000,Healthcare,Switzerland,,True,M,1955-04-03,
2578,Carl DeSantis,82,1000,Food & Beverage,United States,,True,M,1939-07-19,
2578,Sefik Yilmaz Dizdar,84,1000,Fashion & Retail,Turkey,,True,M,1938-03-16,
2578,Charles Dunstone,58,1000,Telecom,United Kingdom,,True,M,1964-01-01,
2578,Larry Fink,69,1000,Finance & Investments,United States,BlackRock,True,M,1952-11-02,Cofounder; CEO
2578,Fu Gang,51,1000,Healthcare,China,,True,M,1970-05-01,
2578,Jorge Gallardo Ballart,80,1000,Healthcare,Spain,,False,M,1941-09-26,
2578,Nari Genomal,82,1000,Fashion & Retail,Philippines,,False,M,1940-01-01,
2578,Ramesh Genomal,71,1000,Fashion & Retail,Philippines,,False,M,1951-01-01,
2578,Sunder Genomal,68,1000,Fashion & Retail,Philippines,,False,M,1954-01-01,
2578,Horst-Otto Gerberding,69,1000,Food & Beverage,Germany,,False,M,1952-07-08,
2578,Guo Jiangang,55,1000,Manufacturing,China,,True,M,1966-08-15,
2578,Polys Haji-Ioannou,62,1000,Service,Cyprus,,False,M,1960-01-11,
2578,Huang Jian,55,1000,Manufacturing,China,,True,M,1967-01-01,
2578,Huang Jinxiang & family,57,1000,Manufacturing,China,,True,M,1965-01-27,
2578,Huang Weibin,54,1000,Manufacturing,China,,True,M,1967-09-01,
2578,Hiroshi Ishibashi,75,1000,Automotive,Japan,,False,M,1946-08-01,
2578,Bent Jensen,70,1000,Manufacturing,Denmark,,False,M,1951-12-15,
2578,Boris Jordan,55,1000,Manufacturing,United States,,True,M,1966-06-02,
2578,Morris Kahn,92,1000,Technology,Israel,,True,M,1930-01-01,
2578,Marcelo Kalim,52,1000,Finance & Investments,Brazil,,True,M,1969-10-15,
2578,Eugene Kaspersky,56,1000,Technology,Russia,,True,M,1965-10-04,
2578,Kangbao Ke & family,59,1000,Healthcare,China,,True,M,1963-01-01,
2578,Yunfeng Ke & family,55,1000,Healthcare,China,,True,M,1967-01-01,
2578,Ken Kendrick,78,1000,Sports,United States,,True,M,1943-09-02,
2578,Ihor Kolomoyskyy,59,1000,Diversified,Ukraine,,True,M,1963-02-13,
2578,Jeff Lawson,44,1000,Technology,United States,,True,M,1977-06-21,Entrepreneur
2578,Liang Jiankun & family,60,1000,Metals & Mining,China,,True,M,1961-07-01,
2578,Liu Baolin,68,1000,Fashion & Retail,China,,True,M,1953-06-01,
2578,Liu Quan,45,1000,Technology,China,,True,M,1976-12-03,
2578,Udo Mueller,60,1000,Media & Entertainment,Germany,,True,M,1962-01-01,
